# Pathway	SRR12395643	SRR12395644	SRR12395645	SRR12395646	SRR12395647	SRR12395648	SRR12395649	SRR12395650	SRR12395651	SRR12395652	SRR12395653	SRR12395654	SRR12395655	SRR12395656	SRR12395657	SRR12395658	SRR12395659	SRR12395660	SRR12395661	SRR12395662	SRR12395663	SRR12395664	SRR12395665	SRR12395666	SRR12395667	SRR12395668	SRR12395669	SRR12395670	SRR12395671	SRR12395672	SRR12395673	SRR12395674	SRR12395675	SRR12395676	SRR12395677	SRR12395678	SRR12395679	SRR12395680	SRR12395681	SRR12395682	SRR12395683	SRR12395684	SRR12395685	SRR12395686	SRR12395687	SRR12395688	SRR12395689	SRR12395690	SRR12395691	SRR12395692	SRR12395693	SRR12395694	SRR12395695	SRR12395696	SRR12395697	SRR12395698	SRR12395699	SRR12395700	SRR12395701	SRR12395702	SRR12395703
PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)	135.897	36.7763	65.4385	83.3373	49.9933	58.4583	83.4174	36.771	29.2576	123.875	112.877	63.9274	21.6276	106.96	35.9332	47.9535	13.4757	59.2254	32.1746	127.966	69.2047	76.0019	77.6946	51.9914	23.4935	6.6821	3.83254	23.4843	96.4581	38.5828	103.391	59.4722	34.7197	35.3889	82.7309	73.5151	43.0851	52.4769	67.7183	9.84196	79.8973	12.136	165.194	27.0349	3.13372	11.2273	137.206	33.8386	82.3416	42.7603	44.3377	52.4786	26.1397	16.5043	50.9935	64.5686	93.6695	112.397	95.3732	2.74781	2.45524
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	299.767	45.3807	71.1136	99.4569	157.258	68.9664	109.647	37.9912	34.6043	284.652	146.598	80.5045	23.8095	168.124	44.2817	56.9362	19.1541	63.0789	121.357	169.696	76.805	77.6095	93.2004	54.5084	24.2745	7.46315	3.93391	26.064	101.654	207.307	186.47	79.9857	81.2831	51.5044	107.53	88.6905	108.713	55.166	108.045	10.2777	84.0264	12.4901	250.125	32.5874	3.2506	18.3395	168.264	38.9902	85.5816	46.9488	47.7299	56.0906	28.0372	24.195	63.3798	90.7896	188.388	129.462	109.764	37.7669	2.51945
PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	0	11.6941	17.1356	5.19773	0.567385	0	12.5336	2.42758	0	1.30733	2.50159	1.63661	0	0	1.00079	9.6958	0	3.87326	3.59921	2.86753	0	2.69496	6.76655	26.2627	0	1.77018	0	4.46921	0	1.58862	0	3.03232	2.32263	1.31053	2.49502	0	2.58059	2.83827	9.93251	1.78129	2.01766	5.78238	0	1.21824	5.71383	0.221186	4.53939	10.7267	9.51337	0	1.64108	3.32087	2.59397	0.907132	2.95653	0	0	1.21756	3.94802	0	1.84518
PWY-6486: D-galacturonate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559326
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	78.0125	84.1778	19.2561	57.7846	13.9051	72.8263	67.2465	70.3798	125.628	36.2661	91.8083	40.4679	92.833	81.4922	71.3943	58.8414	110.534	54.7347	57.341	101.288	25.7806	55.0652	31.8523	35.671	90.8452	21.4195	158.639	119.843	71.5937	84.6726	76.9954	63.6948	14.6206	70.8978	85.7155	17.4198	33.1587	44.1959	233.555	134.793	48.2102	68.5818	24.1628	69.7555	95.2954	149.17	46.3368	39.9471	47.1553	14.9844	56.6062	36.2653	60.5076	110.47	63.0175	26.0296	80.9038	112.924	41.9301	41.1752	152.303
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	177.335	86.4126	240.768	49.5593	132.26	32.685	113.942	110.872	292.32	78.8252	68.5857	36.9115	245.137	200.175	123.803	135.467	189.702	177.661	111.017	58.5713	43.2773	130.219	163.07	173.997	173.357	87.278	289.255	158.251	42.5533	80.0517	64.0284	92.4276	10.8215	249.421	69.1696	74.2632	127.546	102.342	430.178	345.596	111.22	288.014	51.0308	227.942	300.871	419.382	78.9356	116.723	209.139	131.576	69.5772	175.405	11.4698	296.344	81.9861	78.7383	82.4424	234.669	180.667	224.702	358.201
PWY-6527: stachyose degradation	299.207	246.585	114.212	174.249	271.441	160.242	197.014	270.316	270.562	290.702	277.484	135.944	210.626	344.111	217.27	165.597	226.651	266.817	208.352	203.524	210.73	237.49	142.563	103.371	181.463	37.2677	253.493	190.978	211.437	193.047	197.051	191.144	113.929	133.765	165.051	146.385	158.402	151.316	326.289	126.959	196.081	139.624	172.659	221.561	134.971	291.231	314.068	173.903	200.013	196.037	196.085	49.3927	271.898	226.856	115.424	174.696	336.31	305.296	172.796	161.87	150.349
PWY-6531: mannitol cycle	5.88826	5.57229	63.4193	14.3973	8.20584	8.07965	23.3103	17.3937	104.36	12.3263	8.52919	8.75403	82.6277	62.7029	8.27069	20.1408	96.7434	39.2455	12.4032	10.2525	10.3224	4.19483	12.0481	13.9869	17.9174	38.164	156.05	83.0022	8.14225	2.82479	6.39057	9.47454	14.3446	55.9405	13.4849	14.4788	12.8213	19.282	3.11123	62.1976	3.07162	84.9247	0	69.857	38.8208	198.638	24.8001	18.1139	25.1171	38.4762	10.2965	10.9869	3.38041	83.2552	23.3107	10.0346	27.5117	91.0023	51.0379	83.1205	65.6978
PWY-6538: caffeine degradation III (bacteria, via demethylation)	0	0	0	0	0	0	0	0	0.642915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	50.7312	125.43	152.148	46.9111	66.043	87.3377	35.5082	75.3073	84.8899	72.6415	84.9488	55.7704	82.9089	100.378	79.6492	65.7515	114.491	57.7563	80.8365	82.4678	62.3598	93.8837	84.9633	62.5255	76.9304	74.6434	91.4769	65.1903	141.308	57.7782	63.6447	39.6608	71.9155	97.0753	70.7953	37.1666	25.8671	19.5268	145.756	58.4817	43.4398	73.0403	30.0603	61.9033	125.632	131.466	63.3575	67.6702	69.8896	43.6155	69.3069	30.0346	67.1738	90.8642	28.9191	68.3201	67.7598	76.6838	77.4808	90.3727	92.8251
PWY-6549: L-glutamine biosynthesis III	24.2909	34.642	30.3772	38.9434	31.5255	40.4431	55.1887	39.8922	59.6687	23.5732	61.1729	33.3135	56.2818	92.5356	45.392	61.5832	97.7144	96.0262	51.7303	10.8549	31.7285	35.7105	25.9285	10.1007	14.3121	4.40464	43.741	112.779	38.4485	8.17628	48.8562	11.0618	21.6556	46.012	37.8113	29.1292	41.7481	12.8287	63.3503	8.18561	34.9142	24.5554	0	67.7341	31.3056	0	27.3528	50.4585	47.8334	24.9791	60.416	14.76	80.9097	32.4471	22.6374	21.1981	92.1959	68.5891	61.5468	44.8879	54.0073
PWY-6562: norspermidine biosynthesis	1.10199	3.29988	0	3.97186	3.78862	0	1.87686	0	3.7854	4.51936	4.30948	2.30258	0.715313	1.08524	4.62814	8.24506	3.90015	0.426336	3.30059	2.32554	1.5658	2.46965	0	0	2.00912	0	4.04649	2.64138	3.98792	2.88743	3.04453	0	0	0	5.34914	0	1.95014	0	4.00642	6.95463	1.9809	0	0	2.61461	9.56988	2.17648	0	2.41233	2.63883	5.11674	1.12864	0	3.40254	0	1.21978	2.56289	4.23679	0	1.53525	31.7205	0.487047
PWY-6565: superpathway of polyamine biosynthesis III	1.14476	3.33422	0	4.05988	3.95942	0	1.90733	0	1.26525	4.64898	4.47114	2.30379	0.725618	1.30042	5.23845	1.80741	4.03554	0.631879	3.44677	2.34721	1.58052	2.58941	0	0	2.07842	0	0.904792	2.64877	4.02839	2.96746	3.09435	0	0	0	5.80654	0	1.97165	0	1.61814	0	2.09847	0	0	2.90312	0	0	0	2.44113	2.73322	1.21486	1.15588	0	3.4126	0	1.24117	2.60333	3.01661	0	1.58442	3.02164	0.490632
PWY-6572: chondroitin sulfate degradation I (bacterial)	7.60916	0	20.1473	8.45728	1.84902	11.7366	15.0868	4.34921	0	6.45164	5.50964	2.45556	6.84238	6.73755	1.23626	1.48007	0	5.92798	5.73728	14.6431	16.4008	6.24421	7.92296	45.9128	7.84056	10.7567	0	3.80025	0	0	0	6.29596	22.7233	1.96156	3.56674	20.5544	4.58238	8.13616	16.0044	2.99387	2.25408	7.54571	0	2.0524	6.75792	0.169528	5.97339	13.3673	12.9313	0	12.5354	6.82638	1.90038	15.608	18.3368	0	0	10.2037	2.69105	0	7.08603
PWY-6588: pyruvate fermentation to acetone	3.20732	8.41468	13.6514	1.52193	59.7443	4.07295	23.2033	8.37911	149.004	29.9802	11.3788	8.23535	119.419	49.4372	13.9182	16.3778	24.4346	32.7696	19.1818	7.10305	4.4933	9.23973	3.10072	6.54152	1.85515	4.15496	99.0963	54.7495	2.75435	10.514	7.20784	4.03844	5.24345	89.5064	4.10821	6.28611	8.97599	6.04011	0.99514	79.5569	3.65797	90.0209	0	79.918	11.1361	264.31	7.96048	21.3793	12.0915	4.78769	4.56207	6.94358	3.23509	133.224	3.65879	6.56382	5.81109	32.2269	15.5992	46.7983	28.353
PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation	21.3329	37.7611	23.958	29.1991	34.2713	70.3698	34.1879	39.9143	4.43052	50.5398	52.1517	27.6417	50.4679	36.4562	46.5692	62.0406	32.7832	27.724	28.2421	19.882	22.0399	28.1765	40.2989	12.0408	16.9312	10.7164	10.9481	22.2617	30.1173	50.3791	17.2008	20.9258	9.58454	19.9334	30.9296	23.5415	12.6974	23.6542	14.1386	8.81939	35.388	8.08195	0	18.4993	8.22433	0	54.7549	45.3863	28.8444	24.5665	27.0621	22.0872	43.7394	18.9664	24.6776	28.1664	9.07355	25.2789	43.6314	22.2648	4.54517
PWY-6595: superpathway of guanosine nucleotides degradation (plants)	9.09609	1.66136	15.5288	1.92856	10.6394	0	5.85385	0.86392	3.46669	9.58174	7.86144	0	0.48324	1.68143	13.0401	13.3753	1.04817	0	19.4349	1.0162	2.28788	13.0303	0	0.824824	0	0	0	0	15.4879	0	15.9867	0	0	2.74974	0	0	8.76887	0	8.23998	3.19322	4.45078	0	0	0	4.79469	18.7822	1.42168	4.59891	5.79639	1.19415	2.8392	0	6.37033	3.58711	4.54447	0.974481	0	5.83665	5.59655	26.6463	2.16829
PWY-6598: sciadonate biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6606: guanosine nucleotides degradation II	28.8691	54.012	62.7715	47.7066	78.5898	41.8318	56.9382	62.2505	263.754	79.1122	59.5714	27.7989	132.989	92.7666	29.081	69.4096	151.947	124.799	42.9741	31.4647	36.3794	55.2629	42.9071	19.4488	29.1728	27.3021	208.65	75.1104	24.5901	27.9884	30.0767	33.9847	24.0732	154.738	41.587	58.2774	26.4159	44.3418	18.1893	322.966	46.1726	139.682	39.0125	155.788	240.944	358.515	66.5061	50.3582	50.0787	35.6235	34.3592	36.8146	38.264	196.798	23.8983	18.7049	52.5971	131.134	90.1238	83.9686	160.104
PWY-6608: guanosine nucleotides degradation III	76.4839	95.0152	158.23	79.9793	133.912	61.2691	122.88	111.785	403.203	141.489	101.575	57.6975	296.841	277.231	87.796	119.588	396.662	194.91	64.0538	98.178	68.0941	86.049	82.4854	35.8402	67.5902	298.068	405.549	266.577	61.0491	63.2048	70.2852	76.4047	101.633	224.111	88.7527	93.0146	54.8308	76.2329	393.88	346.369	72.8833	280.799	123.715	270.6	309.692	470.733	105.721	109.662	73.6406	130.294	53.4174	124.286	67.5615	322.726	47.2657	45.4221	130.752	354.555	130.732	171.488	349.297
PWY-6609: adenine and adenosine salvage III	503.463	553.592	467.382	526.444	484.988	509.198	424.57	483.106	305.591	480.231	551.932	624.904	333.062	497.716	391.992	433.653	304.816	348.985	434.147	475.949	427.203	453.323	409.068	453.971	445.43	426.594	285.537	412.073	491.952	425.616	494.803	511.706	491.857	276.13	455.902	423.727	469.019	532.968	472.127	265.669	529.156	301.561	348.175	373.519	320.951	280.575	530.737	443.193	469.988	443.146	522.947	554.757	544.35	317.94	530.858	518.137	462.794	470.145	450.46	264.267	350.783
PWY-6612: superpathway of tetrahydrofolate biosynthesis	6.71193	11.0632	37.2123	20.9362	26.9328	0	7.92428	6.05698	104.832	34.7365	19.4846	13.0305	46.3273	65.193	22.4894	18.3339	100.875	23.6765	15.5352	8.86768	14.5489	12.4275	5.95428	2.23706	1.21154	0	100.696	25.3702	19.1339	5.39562	13.3883	4.1553	29.6271	47.2584	18.5938	36.4178	10.3587	7.33753	3.51116	49.7477	5.38047	30.9876	0	35.2366	7.81621	131.301	10.3065	17.3824	6.43199	18.1403	3.46814	2.98577	12.1751	52.4784	1.55793	4.05412	7.00816	114.366	24.6409	5.04044	47.0709
PWY-6628: superpathway of L-phenylalanine biosynthesis	0	2.60342	4.86613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6629: superpathway of L-tryptophan biosynthesis	0	3.1388	2.44039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6630: superpathway of L-tyrosine biosynthesis	0	2.58665	2.00727	0	0	0	0	0	39.713	0	0	0	0	50.7191	0	0	85.3513	0	0	0	0	0	0	0	0	0	74.8344	0	0	0	0	0	0	0	0	6.76813	0	0	0	0	0	0	0	0	54.5664	10.1931	7.98785	0	0	0	0	0	0	6.38483	0	0	0	48.3956	18.6211	4.51422	49.4789
PWY-6641: superpathway of sulfolactate degradation	0	0	0.823394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99434	0
PWY-6660: 2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.4	0	0	0	5.30602	69.4097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	0.345838	0	0	0	0	0	9.10543	0.398613	18.2277	0	0	0	0	56.0377	0.386908	12.8211	103.619	0	0.592879	0.206709	4.04229	1.98814	0	0	0	0	21.842	47.8195	0	0	0	0	0	0	0.967581	2.73628	0	0	0.361297	16.5065	0	0	0	0	54.0474	59.2612	4.72828	0	0	2.67866	0	3.52276	0	1.44551	0	0	0.9699	44.6032	11.1985	66.9551	45.8275
PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	0	0.507274	0.527887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis	0	452.48	367.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6700: queuosine biosynthesis I (de novo)	432.645	0	0	419.728	405.402	456.082	362.942	377.014	228.924	402.382	429.617	556.935	291.967	408.149	362.122	374.424	277.662	326.936	412.323	361.414	371.631	424.782	361.605	424.173	441.011	426.101	242.473	310.03	430.555	403.921	409.19	478.523	477.981	262.275	409.948	401.871	453.437	501.865	340.43	256.168	447.25	258.376	233.986	344.334	242.601	242.142	479.248	368.635	416.41	395.537	466.751	581.743	462.227	265.197	460.894	348.745	382.38	381.504	365.083	234.114	384.779
PWY-6703: preQ0 biosynthesis	162.092	292.133	294.079	283.214	197.459	326.706	256.223	177.201	159.876	212.688	210.793	166.701	179.252	235.214	137.883	156.348	152.007	154.029	194.055	214.377	219.345	237.574	281.749	306.101	226.167	369.315	183.572	173.952	261.186	307.672	197.79	320.852	404.759	227.757	252.051	288.562	349.262	397.955	303.874	255.789	279.756	220.869	110.609	149.13	245.775	205.62	132.441	276.146	263.698	243.401	306.79	500.895	218.722	200.86	356.295	254.976	179.278	333.598	208.372	133.857	449.53
PWY-6708: ubiquinol-8 biosynthesis (early decarboxylation)	0.364272	0	0	0	6.50651	1.08941	2.13477	0	44.4121	7.1921	0.600079	0	15.4689	16.7222	0	14.0079	51.1232	0	0.748037	0	1.47594	0.982553	0	0	0	0	99.8674	18.8557	0	0	0	0	0	11.6789	0.849709	1.77189	0.653121	0	191.696	128.559	0	15.7951	0	23.5556	133.621	84.9946	2.68755	1.67261	0.755217	4.20551	0	1.68511	0	22.8501	0.702649	0	4.31472	23.9672	5.92974	24.6688	48.9051
PWY-6708: ubiquinol-8 biosynthesis (prokaryotic)	0	0	1.69034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6728: methylaspartate cycle	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6731: starch degradation III	2.80027	14.9816	9.49577	14.369	60.9474	12.984	37.6697	7.11881	91.714	5.4725	19.6122	15.2457	106.971	50.9251	7.97872	18.4299	115.227	40.7181	20.3246	5.25951	9.12598	17.6774	13.3	0.812793	1.79771	1.0104	144.469	36.4253	3.5775	0	4.5542	0	14.8398	44.2687	6.29572	7.37706	7.57825	5.37818	94.9399	75.7512	1.3259	73.0989	27.7957	87.4128	71.527	70.2237	6.33467	17.0615	16.0321	3.47373	13.2603	11.8474	17.3887	95.4478	8.90016	11.4895	16.536	59.9548	18.249	90.4911	117.95
PWY-6737: starch degradation V	689.852	554.86	421.948	480.164	547.646	584.49	561.616	534.309	338.983	501.896	519.363	304.762	438.026	601.513	536.56	471.401	371.781	523.736	586.055	482.374	448.853	552.796	395.285	542.948	641.757	342.96	348.5	400.405	515.383	509.404	555.111	604.538	653.938	285.879	563.624	453.997	534.573	582.28	289.842	251.353	540.644	329.308	338.929	390.959	276.852	381.424	592.592	490.732	600.396	559.18	583.685	328.955	480.883	394.79	513.395	406.693	544.427	527.964	489.955	251.101	417.018
PWY-6748: nitrate reduction VII (denitrification)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.1143	0	0	0	2.47456	77.2885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80917
PWY-6749: CMP-legionaminate biosynthesis I	9.51414	0	59.079	12.9651	18.28	0	1.24248	2.87402	11.5931	0	5.2975	0.831284	50.5703	0	2.19709	3.58837	0	28.6505	4.02544	4.04468	23.5383	2.42949	0	36.4034	181.695	0	0	1.50449	0	1.14263	0	7.17113	1.26646	35.8224	2.25435	1.89396	7.20858	9.26033	148.958	33.3234	1.37482	55.1676	0	6.36853	7.88256	110.363	9.37028	21.7445	15.0217	0.886849	1.36241	1.39017	5.07548	64.6457	0.717699	4.96646	2.06969	13.6657	0	7.21412	8.68422
PWY-6760: D-xylose degradation III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6797: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (Methanocaldococcus)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22992	0	0	0	0	0	0	0	0	0	0	0
PWY-6803: phosphatidylcholine acyl editing	0.668345	2.03532	0.356423	3.30828	12.6592	3.89073	19.8783	0.961742	165.374	12.6111	0.80776	1.86772	105.752	50.4259	3.53373	22.0566	96.3464	44.2635	4.46313	1.93193	6.11327	6.59471	0	2.92403	0.530063	0.642283	170.827	87.027	2.37406	0	1.60789	0	0.615565	90.4083	3.56026	7.51388	3.38364	1.95896	246.799	99.4021	0	119.377	0	90.8232	94.5302	242.532	11.5617	15.3664	3.76292	6.81829	0	14.3277	1.01708	133.069	0.896404	0	9.77907	58.6022	14.9497	116.988	115.208
PWY-6823: molybdenum cofactor biosynthesis	0	0.724622	2.26167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6823: molybdopterin biosynthesis	0	0	0	0	0	0	4.59296	0	107.15	0	0	0	46.6369	9.81714	0	8.86019	58.3431	20.6533	0	0	0	0	0	0	0	0	99.6638	24.3832	0	0	0	0	0	44.845	0	1.66689	0	0	0	60.3076	0	38.2667	0	39.9842	8.98057	165.253	6.6854	10.1187	0	0	0	0	0	56.6092	0	0	0	19.0749	5.12882	6.93072	18.8256
PWY-6834: spermidine biosynthesis III	0	4.43248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6837: fatty acid &beta;-oxidation V (unsaturated, odd number, di-isomerase-dependent)	0	0	0	0	0	0	0	0	0	0	0	0	0.328942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.2062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.47175	0	0
PWY-6859: all-trans-farnesol biosynthesis	50.3223	0	104.447	42.5389	34.6209	38.9514	59.3967	42.003	61.6824	32.6766	47.2831	30.489	40.9491	117.636	40.4448	44.7823	58.6238	48.974	75.6903	26.052	57.031	78.5108	123.961	98.552	49.945	69.2627	34.7395	41.9173	64.0281	55.8191	53.0876	60.1762	77.5586	70.9077	41.2168	68.0123	72.0701	62.6865	36.9674	97.1575	49.0604	88.0891	0	35.2307	101.813	102.094	22.5182	19.6606	116.409	86.9793	46.391	110.667	4.78847	90.9031	78.2168	51.4897	29.7089	69.0909	64.205	45.0833	33.1564
PWY-6863: pyruvate fermentation to hexanol (engineered)	15.4958	0	0	20.7927	46.4182	43.2823	35.8551	53.6351	19.1371	48.7841	33.3058	17.2481	51.5993	45.9722	53.4327	14.6356	21.0486	24.3819	37.9859	27.0058	13.0531	46.4265	19.5322	18.6842	7.42194	0	10.2227	19.48	8.08867	18.202	23.8694	38.5193	20.069	2.14158	25.5583	22.2943	10.3252	19.4356	12.5148	1.35608	23.1809	3.04144	46.5001	66.1033	7.33752	0.105468	49.3738	36.374	29.3752	18.9837	40.6938	6.90157	42.6819	5.41283	15.9037	20.3286	59.2963	79.7581	12.3231	6.52991	2.54418
PWY-6876: isopropanol biosynthesis	0	17.7021	5.99446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6876: isopropanol biosynthesis (engineered)	1.81273	0	0	1.96955	8.76698	1.37841	0.350364	4.5426	0.419099	3.56025	6.31401	2.99398	2.40239	0	2.31684	6.0603	0	0	4.05477	4.85005	4.04713	18.399	0	0	5.98176	0	0	0	0	3.98615	3.74421	0	4.38493	1.62136	1.66284	1.50518	0.868162	1.87984	0	0	0	0	0	1.7703	6.58959	0	3.37157	2.3048	4.0268	2.70348	49.9787	0	0.754218	0.729968	0.918473	2.24981	1.49799	0.779555	0.851041	10.4984	1.35123
PWY-6891: thiazole biosynthesis II (Bacillus)	0	33.2016	14.7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole biosynthesis I (E. coli)	0	269.241	243.962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6892: thiazole component of thiamine diphosphate biosynthesis I	25.6841	0	0	34.6167	73.112	26.6168	44.6404	49.5227	153.161	97.6915	94.8823	35.9042	180.019	138.996	30.303	49.5788	147.729	73.1035	32.476	37.2061	15.5422	88.7119	16.0438	27.5353	16.9616	0.965709	202.672	174.499	12.6288	15.8009	20.8367	21.246	10.245	115.838	14.3277	41.8162	8.20816	16.2874	145.085	110.82	44.4533	166.106	108.953	91.8319	41.8318	243.226	59.8284	44.1876	22.3052	42.7295	20.4442	9.73438	54.923	181.233	19.3677	31.8738	60.7319	140.797	82.2711	131.259	98.4342
PWY-6895: superpathway of thiamin diphosphate biosynthesis II	0	124.726	63.3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamin salvage II	0	326.364	271.717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6897: thiamine diphosphate salvage II	289.65	0	0	261.383	257.668	232.378	251.976	233.395	204.618	204.073	233.425	378.291	214.289	257.512	204.592	187.803	153.294	235.267	265.465	193.448	198.255	255.082	257.738	257.927	254.769	345.259	223.162	222.008	311.335	232.678	219.847	281.987	283.365	180.132	235.429	277.708	248.023	315.977	137.269	188.666	255.836	221.607	160.896	171.594	177.855	245.937	186.235	190.903	276.748	259.336	236.986	273.701	294.913	220.285	286.579	262.021	220.955	253.487	258.833	164.042	183.003
PWY-6901: superpathway of glucose and xylose degradation	82.8177	177.515	135.93	113.818	80.0433	131.752	153.648	126.75	275.06	91.1343	126.904	88.7033	235.26	206.119	148.755	123.031	177.148	156	145.176	136.591	142.431	124.898	122.747	92.763	68.6892	68.0457	232.289	148.554	126.824	140.233	123.681	209.283	111.771	172.549	120.719	121.888	148.466	141.47	139.015	190.334	113.684	199.67	160.825	185.285	190.665	348.971	112.039	141.632	154.026	47.4315	117.795	105.201	66.0032	249.092	117.665	139.021	104.499	203.109	150.357	220.482	167.585
PWY-6906: chitin derivatives degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
